"","0x Protocol_cleaned_news.csv","0x Protocol_cleaned_web.csv","Basic attention token price_cleaned.web.csv","Basic attention token price_cleaned_news.csv","Basic attention token value_cleaned_web.csv","Basic attention token_cleaned.news.csv","Basic attention token_cleaned.web.csv","BAT token_cleaned_news.csv","BAT token_cleaned_web.csv","Blockchain explained_cleaned.news.csv","BNB coin_cleaned.news.csv","BNB price_cleaned.news.csv","BNB token_cleaned.news.csv","BNB token_cleaned.web.csv","BNB value_cleaned.news.csv","BNB value_cleaned.web.csv","BNB_cleaned.news.csv","ChainLink Token_cleaned_web.csv","CRO price_cleaned.web.csv","Crypto Currency_cleaned.news.csv","Cryptocurrency_cleaned.news.csv","ERC-20_cleaned.news.csv","ERC-20_cleaned.web.csv","ERC-223_cleaned.web.csv","ERC 20_cleaned.news.csv","ERC 20_cleaned.web.csv","ERC 223_cleaned.web.csv","Ethereum coin_cleaned.news.csv","Ethereum ICO_cleaned.news.csv","Ethereum ICO_cleaned.web.csv","Ethereum invest_cleaned.news.csv","Ethereum invest_cleaned.web.csv","Ethereum price_cleaned.news.csv","Ethereum token_cleaned.news.csv","Ethereum token_cleaned.web.csv","Ethereum value_cleaned.news.csv","ICO_cleaned.news.csv","Initial coin offering_cleaned.news.csv","Initial coin offering_cleaned.web.csv","Maker token_cleaned.web.csv","OMG Token_cleaned_web.csv","OMGToken_cleaned_web.csv","Token CRO_cleaned.news.csv","Token maker_cleaned.web.csv","Token_cleaned.news.csv","TrueUSD token_cleaned_web.csv","TrueUSD_cleaned_news.csv","TrueUSD_cleaned_web.csv","USDC token_cleaned_web.csv","Zilliqa price_cleaned_news.csv","Zilliqa price_cleaned_web.csv","Zilliqa token_cleaned_web.csv","Zilliqa_cleaned_news.csv","Zilliqa_cleaned_web.csv","ZRX token_cleaned_news.csv","ZRX token_cleaned_web.csv"
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.6137295081967,0,39.6341463414634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0977443609023,0,0,0,0,0,0,73.1784582893347,24.6376811594203,0,0,0,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.8770491803279,0,78.1358885017422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5017421602788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1207729468599,0,0,0,0,0,0,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9385245901639,0,39.6341463414634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0977443609023,0,0,0,0,0,0,0,24.6376811594203,0,0,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7325819672131,0,40.7665505226481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1207729468599,0,0,0,0,0,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.117212249208,0,0,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.2961672473868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.2870813397129,0,0,0,41.8162618796199,27.0531400966184,0,0,0,0,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5563524590164,0,37.3693379790941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1884057971014,0,0,0,0,0,0,0,0,0,0,0
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1444672131148,0,38.5017421602788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7180570221753,48.3091787439614,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3504098360656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4952153110048,0,0,0,35.7180570221753,24.1545893719807,0,0,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0256147540984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8157894736842,0,0,0,0,0,0,72.3072861668427,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.8770491803279,0,81.5331010452962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0071770334928,0,0,0,37.4604012671594,0,0,0,0,0,0,0,0,0,0,0,0
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.405737704918,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,61.5430622009569,0,0,0,42.6874340021119,0,0,0,0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3533834586466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.038961038961,211.038961038961,31.7622950819672,0,113.240418118467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7053140096618,0,0,0,0,0,0,0,0,0,0,0
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0230905861456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8648648648649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.790786948177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5080831408776,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4742451154529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5080831408776,0,0,0,0,0,0,0,0,0,0,0,0
"29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3829787234043,0,0,0,0,0,0,0,0,0,0,0
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.3765541740675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0069284064665,20.6808510638298,0,0,0,0,0,0,0,0,0,0,0
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1509769094139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5704387990762,0,0,0,0,0,0,0,0,0,0,0,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.1538461538461,96.1538461538461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.9535452322738,0,0,0,34.6420323325635,17.2340425531915,0,0,0,0,0,0,0,0,0,0,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.9535452322738,0,0,0,34.6420323325635,0,0,0,0,0,0,0,0,0,0,0,0
"35",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6170212765957,0,0,0,0,0,0,0,0,0,0,0
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5834932821497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3741339491917,0,0,0,0,0,0,0,0,0,0,0,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.3358925143954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4742451154529,0,83.147792706334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8378378378378,0,0,0,0,0,0,0,18.7659574468085,0,0,0,0,0,0,0,0,0,0,0
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.468085106383,0,0,0,0,0,0,0,0,0,0,0
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5719360568384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6420323325635,0,0,0,0,0,0,0,0,0,0,0,0
"41",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,72.2072936660269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.9535452322738,0,0,0,34.6420323325635,17.2340425531915,0,0,0,0,0,0,0,0,0,0,0
"42",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,72.2072936660269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8510638297872,0,0,0,0,0,0,0,0,0,0,0
"43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.2486678507993,0,76.5834932821497,0,0,0,0,0,0,28.1767955801105,0,0,0,0,0,0,0,0,0,0,0,0,0,95.5012224938875,0,0,0,36.3741339491917,0,0,0,0,0,0,0,0,0,0,0,0
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7043879907621,20.2978723404255,0,0,0,0,0,0,0,0,0,0,0
"45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.147792706334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.596577017115,0,0,0,39.838337182448,0,0,0,0,0,0,0,0,0,0,0,0
"46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.1438721136767,0,72.2072936660269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7021276595745,0,0,0,0,0,0,0,0,0,0,0
"47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.595026642984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.9535452322738,0,0,0,34.6420323325635,0,0,0,0,0,0,0,0,0,0,0,0
"48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.797513321492,0,144.414587332054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6420323325635,0,0,0,0,0,0,0,0,0,0,0,0
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.454767726161,0,0,0,52.8290993071594,17.2340425531915,0,0,0,0,0,0,0,0,0,0,0
"50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2401847575058,0,0,0,0,0,0,0,0,0,0,0,0
"51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.3358925143954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2978723404255,0,0,0,0,0,0,0,0,0,0,0
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.538461538462,111.538461538462,0,0,0,0,0,0,0,0,0,31.8232044198895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0191938579654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.3076923076923,92.3076923076923,93.1438721136767,0,70.0191938579654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.633251833741,0,0,0,68.4180138568129,0,0,0,0,0,0,0,0,0,0,0,0
"55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2972972972973,0,0,0,0,0,0,33.7759815242494,17.2340425531915,0,0,0,0,0,0,0,0,0,0,0
"56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6846965699208,0,33.9383886255924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94230769230769,0,0,0,0,0,0,0,18.4158415841584,0,0,0,0,0,0,0,0,0,0,0
"57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9952606635071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1034482758621,0,0,0,0,0,0,0,0,0,0,0,0
"58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.1895734597156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",0,0,0,0,0,0,0,0,12.9975903614458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8717948717949,0,0,0,0,0,0,41.8965517241379,0,0,0,0,0,0,0,0,0,0,0,0
"60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.9756097560976,0,0,0,36.3103448275862,0,0,0,0,0,0,0,0,0,0,0,0
"61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.5,108.5,35.7440633245383,0,32.9099526066351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4158415841584,0,0,0,0,0,0,0,0,0,0,0
"62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7440633245383,0,33.9383886255924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.9756097560976,0,0,0,36.3103448275862,0,0,0,0,0,0,0,0,0,0,0,0
"63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2413793103448,18.006600660066,0,0,0,0,0,0,0,0,0,0,0
"64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6846965699208,0,33.9383886255924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1724137931034,0,0,0,0,0,0,0,0,0,0,0,0
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0818713450292,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0731707317073,0,0,0,43.7586206896552,0,0,0,0,0,0,0,0,0,0,0,0
"66",0,0,0,0,0,0,0,0,13.221686746988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4620462046205,0,0,0,0,0,0,0,0,0,0,0
"67",0,0,0,0,0,0,0,0,11.4289156626506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2413793103448,0,0,0,0,0,0,0,0,0,0,0,0
"68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8034300791557,0,32.9099526066351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.5,108.5,33.8627968337731,0,32.9099526066351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5973597359736,0,0,0,0,0,0,0,0,0,0,0
"70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8034300791557,0,67.8767772511848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2884615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6846965699208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,38.1724137931034,0,0,0,0,0,0,0,0,0,0,0,0
"72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6897689768977,0,0,0,0,0,0,0,0,0,0,0
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5065963060686,0,39.0805687203791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.93589743589743,0,0,68.0487804878049,0,0,0,63.3103448275862,0,0,0,0,0,0,0,0,0,0,0,0
"74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7440633245383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4158415841584,0,0,0,0,0,0,0,0,0,0,0
"75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5474934036939,0,31.8815165876777,0,0,0,0,0,0,27.9181286549708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3793103448276,0,0,0,0,0,0,0,0,0,0,0,0
"76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4158415841584,0,0,0,0,0,0,0,0,0,0,0
"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6846965699208,0,67.8767772511848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4973614775726,0,34.9668246445498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.14102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4472295514512,0,39.0805687203791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1346153846154,0,0,0,0,0,0,42.8275862068966,20.8712871287129,0,0,0,0,0,0,0,0,0,0,0
"80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0487804878049,0,0,0,41.8965517241379,0,0,0,0,0,0,0,0,0,0,0,0
"81",0,0,0,0,0,0,0,0,10.9807228915663,0,0,0,0,0,0,0,33.8627968337731,0,97.7014218009479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4634146341463,0,0,0,35.3793103448276,17.1881188118812,0,0,0,0,0,0,0,0,0,0,0
"82",0,0,0,0,0,0,0,0,10.9807228915663,0,0,0,0,0,108.5,108.5,35.7440633245383,0,32.9099526066351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3103448275862,0,0,0,0,0,0,0,0,0,0,0,0
"83",0,0,0,0,0,0,0,0,10.9807228915663,0,0,0,0,0,108.5,108.5,0,0,32.9099526066351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74358974358974,0,0,116.439024390244,0,0,0,71.6896551724138,0,0,0,0,0,0,0,0,0,0,0,0
"84",0,0,0,0,0,0,0,0,22.4096385542169,0,0,0,0,0,0,0,36.6846965699208,0,32.9099526066351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.9756097560976,0,0,0,36.3103448275862,18.4158415841584,0,0,0,0,0,0,0,0,0,0,0
"85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9668246445498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1724137931034,40.1056105610561,0,0,0,0,0,0,0,0,0,0,0
"86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2691292875989,0,40.1090047393365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5172413793103,0,0,0,0,0,0,0,0,0,0,0,0
"87",0,0,0,0,0,0,0,0,16.35103926097,0,0,0,0,0,0,0,48.9795918367347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2493074792244,0,0,0,0,0,0,0,0,0,0,0
"88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3005565862709,0,45.1006711409396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7477477477477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.1006711409396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.9445438282648,25.595567867036,0,0,0,0,0,0,0,0,0,0,0
"90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.2615955473098,0,45.1006711409396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1171171171171,0,0,0,0,0,0,50.2325581395349,25.0138504155125,0,0,0,0,0,0,0,0,0,0,0
"91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.4879406307978,0,45.1006711409396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.2325581395349,25.595567867036,0,0,0,0,0,0,0,0,0,0,0
